ticket_id,vehicle_id,ticket_date,complaint_text,priority
T003893,V02483,2026-02-16,Oil pressure warning triggered,High
T003894,V02483,2026-01-28,No major issue reported,Medium
T003895,V02483,2026-03-30,Vehicle idle time unusually high,Medium
T003896,V02483,2026-02-28,Brake noise reported by driver,Medium
T003897,V02483,2026-04-04,Battery warning light keeps appearing,Medium
T003898,V02485,2026-02-05,Check engine light is on,Medium
T003899,V02485,2026-02-20,Brake noise reported by driver,Low
T003900,V02485,2026-03-30,Vehicle overheating during route,High
T003901,V02486,2026-03-20,Battery warning light keeps appearing,Medium
T003902,V02487,2026-02-25,Vehicle idle time unusually high,Low
T003903,V02488,2026-04-04,Vehicle overheating during route,High
T003904,V02491,2026-04-26,Oil pressure warning triggered,High
T003905,V02491,2026-01-25,Battery warning light keeps appearing,Low
T003906,V02492,2026-04-19,Reduced acceleration reported,Low
T003907,V02492,2026-04-22,Check engine light is on,Low
T003908,V02493,2026-01-29,Reduced acceleration reported,Low
T003909,V02493,2026-03-01,Battery warning light keeps appearing,Low
T003910,V02493,2026-02-27,Oil pressure warning triggered,High
T003911,V02493,2026-03-23,Brake noise reported by driver,Medium
T003912,V02494,2026-03-03,Check engine light is on,Medium
T003913,V02495,2026-02-28,Vehicle overheating during route,High
T003914,V02496,2026-03-29,Vehicle overheating during route,High
T003915,V02496,2026-04-20,Brake noise reported by driver,Low
T003916,V02496,2026-03-25,Reduced acceleration reported,Medium
T003917,V02497,2026-01-14,Reduced acceleration reported,Low
T003918,V02497,2026-03-06,Vehicle idle time unusually high,Medium
T003919,V02497,2026-01-13,Battery warning light keeps appearing,Medium
T003920,V02499,2026-03-22,Vehicle overheating during route,High
T003921,V02502,2026-04-16,Reduced acceleration reported,Low
T003922,V02503,2026-01-24,Vehicle idle time unusually high,Medium
T003923,V02503,2026-03-25,Check engine light is on,Medium
T003924,V02503,2026-04-29,Vehicle idle time unusually high,Medium
T003925,V02505,2026-01-05,Vehicle overheating during route,High
T003926,V02505,2026-03-14,Battery warning light keeps appearing,Medium
T003927,V02505,2026-02-09,Check engine light is on,Low
T003928,V02506,2026-03-01,Battery warning light keeps appearing,Low
T003929,V02507,2026-04-14,Brake noise reported by driver,Low
T003930,V02507,2026-04-21,Battery warning light keeps appearing,Medium
T003931,V02507,2026-04-29,Transmission feels delayed,High
T003932,V02508,2026-04-03,Check engine light is on,Medium
T003933,V02508,2026-01-24,Battery warning light keeps appearing,Medium
T003934,V02508,2026-01-09,Vehicle overheating during route,High
T003935,V02511,2026-03-23,No major issue reported,Medium
T003936,V02511,2026-01-22,No major issue reported,Medium
T003937,V02511,2026-04-12,No major issue reported,Low
T003938,V02512,2026-02-16,Battery warning light keeps appearing,Low
T003939,V02513,2026-01-03,Vehicle idle time unusually high,Medium
T003940,V02514,2026-04-23,Transmission feels delayed,High
T003941,V02514,2026-03-25,Vehicle overheating during route,High
T003942,V02515,2026-03-27,Transmission feels delayed,High
T003943,V02515,2026-04-28,Brake noise reported by driver,Low
T003944,V02516,2026-04-20,Oil pressure warning triggered,High
T003945,V02516,2026-02-09,Vehicle overheating during route,High
T003946,V02518,2026-02-19,Vehicle idle time unusually high,Low
T003947,V02518,2026-02-11,Transmission feels delayed,High
T003948,V02519,2026-03-10,No major issue reported,Medium
T003949,V02521,2026-03-30,Transmission feels delayed,High
T003950,V02521,2026-03-23,Vehicle idle time unusually high,Medium
T003951,V02522,2026-01-01,No major issue reported,Low
T003952,V02522,2026-04-20,No major issue reported,Medium
T003953,V02522,2026-03-30,No major issue reported,Medium
T003954,V02522,2026-03-30,Reduced acceleration reported,Low
T003955,V02522,2026-03-19,Brake noise reported by driver,Low
T003956,V02525,2026-01-05,Transmission feels delayed,High
T003957,V02525,2026-03-23,Vehicle idle time unusually high,Low
T003958,V02526,2026-03-06,Vehicle idle time unusually high,Medium
T003959,V02526,2026-02-08,Check engine light is on,Low
T003960,V02526,2026-02-16,Oil pressure warning triggered,High
T003961,V02528,2026-02-19,No major issue reported,Medium
T003962,V02528,2026-03-31,No major issue reported,Medium
T003963,V02528,2026-03-07,Transmission feels delayed,High
T003964,V02529,2026-02-19,Oil pressure warning triggered,High
T003965,V02531,2026-03-06,Vehicle idle time unusually high,Low
T003966,V02531,2026-01-02,Transmission feels delayed,High
T003967,V02531,2026-03-22,Oil pressure warning triggered,High
T003968,V02533,2026-02-21,No major issue reported,Low
T003969,V02534,2026-03-24,Battery warning light keeps appearing,Low
T003970,V02534,2026-04-30,Vehicle idle time unusually high,Low
T003971,V02534,2026-02-08,Brake noise reported by driver,Low
T003972,V02536,2026-02-08,No major issue reported,Medium
T003973,V02536,2026-04-03,Check engine light is on,Medium
T003974,V02536,2026-02-11,No major issue reported,Medium
T003975,V02536,2026-02-02,Oil pressure warning triggered,High
T003976,V02537,2026-03-24,Battery warning light keeps appearing,Low
T003977,V02539,2026-01-26,Brake noise reported by driver,Low
T003978,V02539,2026-04-07,Vehicle overheating during route,High
T003979,V02540,2026-01-24,Oil pressure warning triggered,High
T003980,V02541,2026-04-11,Vehicle idle time unusually high,Low
T003981,V02542,2026-01-24,Transmission feels delayed,High
T003982,V02543,2026-03-05,Brake noise reported by driver,Low
T003983,V02548,2026-03-10,Reduced acceleration reported,Medium
T003984,V02549,2026-01-25,Battery warning light keeps appearing,Medium
T003985,V02550,2026-03-13,Oil pressure warning triggered,High
T003986,V02550,2026-02-02,Reduced acceleration reported,Low
T003987,V02551,2026-01-08,Oil pressure warning triggered,High
T003988,V02551,2026-01-13,Vehicle idle time unusually high,Medium
T003989,V02551,2026-02-08,Vehicle overheating during route,High
T003990,V02553,2026-01-10,Vehicle overheating during route,High
T003991,V02554,2026-04-30,Oil pressure warning triggered,High
T003992,V02554,2026-01-12,Vehicle overheating during route,High
T003993,V02555,2026-02-19,Vehicle overheating during route,High
T003994,V02555,2026-02-25,Check engine light is on,Medium
T003995,V02555,2026-03-20,Oil pressure warning triggered,High
T003996,V02557,2026-04-23,Oil pressure warning triggered,High
T003997,V02557,2026-04-21,Vehicle overheating during route,High
T003998,V02557,2026-04-11,Brake noise reported by driver,Low
T003999,V02559,2026-01-28,Transmission feels delayed,High
T004000,V02559,2026-03-16,No major issue reported,Medium
T004001,V02559,2026-03-06,Check engine light is on,Medium
T004002,V02559,2026-01-08,Vehicle overheating during route,High
T004003,V02560,2026-04-16,No major issue reported,Medium
T004004,V02560,2026-02-13,Transmission feels delayed,High
T004005,V02560,2026-02-02,Oil pressure warning triggered,High
T004006,V02561,2026-02-01,Check engine light is on,Medium
T004007,V02561,2026-04-21,Battery warning light keeps appearing,Medium
T004008,V02564,2026-01-03,Oil pressure warning triggered,High
T004009,V02565,2026-02-23,Vehicle idle time unusually high,Low
T004010,V02566,2026-02-19,Vehicle idle time unusually high,Low
T004011,V02566,2026-02-16,Battery warning light keeps appearing,Medium
T004012,V02567,2026-01-27,Oil pressure warning triggered,High
T004013,V02567,2026-01-28,Check engine light is on,Medium
T004014,V02567,2026-04-30,Transmission feels delayed,High
T004015,V02567,2026-01-20,No major issue reported,Medium
T004016,V02569,2026-02-07,Check engine light is on,Low
T004017,V02569,2026-03-10,Battery warning light keeps appearing,Low
T004018,V02569,2026-01-26,Brake noise reported by driver,Low
T004019,V02569,2026-03-17,Oil pressure warning triggered,High
T004020,V02569,2026-01-08,Reduced acceleration reported,Low
T004021,V02570,2026-03-01,Transmission feels delayed,High
T004022,V02571,2026-01-06,Transmission feels delayed,High
T004023,V02571,2026-02-22,Brake noise reported by driver,Medium
T004024,V02572,2026-01-02,Reduced acceleration reported,Low
T004025,V02573,2026-01-24,Vehicle overheating during route,High
T004026,V02573,2026-03-11,Vehicle overheating during route,High
T004027,V02575,2026-02-04,Transmission feels delayed,High
T004028,V02575,2026-04-19,Transmission feels delayed,High
T004029,V02575,2026-01-26,Brake noise reported by driver,Medium
T004030,V02575,2026-02-04,No major issue reported,Low
T004031,V02575,2026-01-29,Transmission feels delayed,High
T004032,V02575,2026-01-05,Transmission feels delayed,High
T004033,V02576,2026-04-15,No major issue reported,Medium
T004034,V02577,2026-03-08,Battery warning light keeps appearing,Low
T004035,V02578,2026-01-08,Brake noise reported by driver,Medium
T004036,V02578,2026-01-09,No major issue reported,Low
T004037,V02578,2026-03-27,Vehicle overheating during route,High
T004038,V02578,2026-03-02,Battery warning light keeps appearing,Medium
T004039,V02578,2026-02-15,Vehicle idle time unusually high,Low
T004040,V02579,2026-03-06,Check engine light is on,Medium
T004041,V02579,2026-03-14,No major issue reported,Medium
T004042,V02579,2026-03-24,Reduced acceleration reported,Medium
T004043,V02579,2026-01-01,Brake noise reported by driver,Medium
T004044,V02580,2026-02-16,Transmission feels delayed,High
T004045,V02580,2026-02-16,Vehicle overheating during route,High
T004046,V02581,2026-04-20,Battery warning light keeps appearing,Medium
T004047,V02581,2026-02-14,Reduced acceleration reported,Low
T004048,V02581,2026-04-27,Reduced acceleration reported,Medium
T004049,V02582,2026-02-05,Check engine light is on,Medium
T004050,V02582,2026-03-31,Reduced acceleration reported,Low
T004051,V02582,2026-04-22,Oil pressure warning triggered,High
T004052,V02584,2026-01-26,Battery warning light keeps appearing,Low
T004053,V02584,2026-01-02,Transmission feels delayed,High
T004054,V02584,2026-01-02,Vehicle idle time unusually high,Medium
T004055,V02585,2026-04-21,Reduced acceleration reported,Medium
T004056,V02585,2026-04-27,Reduced acceleration reported,Medium
T004057,V02585,2026-02-18,Brake noise reported by driver,Low
T004058,V02586,2026-04-19,Battery warning light keeps appearing,Low
T004059,V02587,2026-03-04,No major issue reported,Low
T004060,V02587,2026-01-21,Transmission feels delayed,High
T004061,V02588,2026-02-10,Vehicle overheating during route,High
T004062,V02588,2026-04-07,Check engine light is on,Medium
T004063,V02588,2026-04-28,Transmission feels delayed,High
T004064,V02588,2026-04-19,Transmission feels delayed,High
T004065,V02588,2026-01-24,Vehicle overheating during route,High
T004066,V02589,2026-04-23,Transmission feels delayed,High
T004067,V02590,2026-04-15,Transmission feels delayed,High
T004068,V02590,2026-03-30,Vehicle overheating during route,High
T004069,V02590,2026-03-18,Battery warning light keeps appearing,Medium
T004070,V02591,2026-04-10,Reduced acceleration reported,Medium
T004071,V02592,2026-02-04,Reduced acceleration reported,Medium
T004072,V02594,2026-02-09,Brake noise reported by driver,Low
T004073,V02596,2026-03-31,Brake noise reported by driver,Low
T004074,V02597,2026-03-14,Oil pressure warning triggered,High
T004075,V02599,2026-03-20,Reduced acceleration reported,Medium
T004076,V02600,2026-02-10,Vehicle overheating during route,High
T004077,V02601,2026-03-01,Transmission feels delayed,High
T004078,V02601,2026-03-14,Check engine light is on,Low
T004079,V02602,2026-04-05,Oil pressure warning triggered,High
T004080,V02603,2026-01-22,Vehicle overheating during route,High
T004081,V02603,2026-01-07,Transmission feels delayed,High
T004082,V02607,2026-01-02,Reduced acceleration reported,Low
T004083,V02608,2026-03-08,No major issue reported,Low
T004084,V02608,2026-03-01,Reduced acceleration reported,Low
T004085,V02609,2026-02-09,Oil pressure warning triggered,High
T004086,V02609,2026-01-14,Vehicle overheating during route,High
T004087,V02609,2026-04-03,No major issue reported,Low
T004088,V02609,2026-04-20,Vehicle overheating during route,High
T004089,V02611,2026-01-18,Vehicle overheating during route,High
T004090,V02611,2026-01-11,Battery warning light keeps appearing,Medium
T004091,V02612,2026-03-02,Brake noise reported by driver,Medium
T004092,V02613,2026-04-04,Transmission feels delayed,High
T004093,V02613,2026-03-22,Oil pressure warning triggered,High
T004094,V02614,2026-03-26,Vehicle overheating during route,High
T004095,V02614,2026-04-19,Transmission feels delayed,High
T004096,V02615,2026-01-06,Oil pressure warning triggered,High
T004097,V02616,2026-04-13,Check engine light is on,Medium
T004098,V02617,2026-02-13,Vehicle idle time unusually high,Low
T004099,V02618,2026-01-12,Brake noise reported by driver,Low
T004100,V02618,2026-03-18,Vehicle overheating during route,High
T004101,V02619,2026-03-26,Brake noise reported by driver,Medium
T004102,V02620,2026-04-26,Reduced acceleration reported,Low
T004103,V02620,2026-04-27,Vehicle idle time unusually high,Low
T004104,V02620,2026-03-06,Brake noise reported by driver,Low
T004105,V02620,2026-03-01,Reduced acceleration reported,Medium
T004106,V02621,2026-01-27,Transmission feels delayed,High
T004107,V02621,2026-03-04,Reduced acceleration reported,Medium
T004108,V02621,2026-03-21,Oil pressure warning triggered,High
T004109,V02621,2026-04-21,Brake noise reported by driver,Medium
T004110,V02621,2026-01-14,Oil pressure warning triggered,High
T004111,V02622,2026-03-06,Battery warning light keeps appearing,Medium
T004112,V02624,2026-01-14,Transmission feels delayed,High
T004113,V02624,2026-03-10,Brake noise reported by driver,Low
T004114,V02625,2026-03-26,Oil pressure warning triggered,High
T004115,V02625,2026-04-03,Check engine light is on,Medium
T004116,V02626,2026-01-15,Vehicle overheating during route,High
T004117,V02626,2026-03-17,Battery warning light keeps appearing,Low
T004118,V02626,2026-02-16,Vehicle overheating during route,High
T004119,V02626,2026-02-24,Battery warning light keeps appearing,Medium
T004120,V02629,2026-02-03,Check engine light is on,Medium
T004121,V02629,2026-04-20,Reduced acceleration reported,Low
T004122,V02631,2026-04-08,Battery warning light keeps appearing,Medium
T004123,V02631,2026-01-05,Brake noise reported by driver,Low
T004124,V02631,2026-01-28,No major issue reported,Low
T004125,V02631,2026-04-23,Battery warning light keeps appearing,Medium
T004126,V02632,2026-01-28,Oil pressure warning triggered,High
T004127,V02633,2026-02-22,Transmission feels delayed,High
T004128,V02635,2026-02-24,Oil pressure warning triggered,High
T004129,V02635,2026-02-25,Reduced acceleration reported,Medium
T004130,V02635,2026-02-03,No major issue reported,Low
T004131,V02636,2026-01-30,Vehicle overheating during route,High
T004132,V02636,2026-02-17,Battery warning light keeps appearing,Medium
T004133,V02637,2026-03-01,Check engine light is on,Low
T004134,V02637,2026-03-31,Transmission feels delayed,High
T004135,V02637,2026-03-10,Oil pressure warning triggered,High
